ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,"Image-URL-L"""""",,,,,,,,,,,,,,,,,,,,,",pdf_link
0875425011,"Charms"", Spells,"" and Formulas",Ray T. Malbrough,1986,Llewellyn Publications,http://images.amazon.com/images/P/0875425011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875425011.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0875425011.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cBamOYouqkwC&hl=&source=gbs_api
0399507914,Drawing the Head and Figure,Jack Hamm,1983,Perigee Books,http://images.amazon.com/images/P/0399507914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399507914.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0399507914.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=qI91-vhOm8wC&hl=&source=gbs_api
1570627193,Confessions of a Pagan Nun,KATE HORSLEY,2001,Shambhala,http://images.amazon.com/images/P/1570627193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570627193.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1570627193.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=UaQiRmVws-QC&hl=&source=gbs_api
0875421202,Magical Herbalism: The Secret Craft of the Wise (Llewellyn's Practical Magick Series),Scott Cunningham,1983,Llewellyn Publications,http://images.amazon.com/images/P/0875421202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421202.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0875421202.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=k2VcjPQ3G3kC&hl=&source=gbs_api
0486277909,Self-Reliance and Other Essays (Dover Thrift Editions),Ralph Waldo Emerson,1993,Dover Publications,http://images.amazon.com/images/P/0486277909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486277909.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486277909.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=DFeMCgAAQBAJ&hl=&source=gbs_api
0486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),"Arthur Conan"","" Sir Doyle",1992,Dover Publications,http://images.amazon.com/images/P/0486270556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486270556.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486270556.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=02i9DgAAQBAJ&hl=&source=gbs_api
0486296342,Little Women (Children's Thrift Classics),Louisa May Alcott,1997,Dover Publications,http://images.amazon.com/images/P/0486296342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486296342.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486296342.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=R4B8DwAAQBAJ&hl=&source=gbs_api
0743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,Pocket,http://images.amazon.com/images/P/0743400526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743400526.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743400526.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=5FLYjHK5814C&hl=&source=gbs_api
0671729462,My Sweet Audrina,V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729462.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671729462.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=KH3v9OiekKcC&hl=&source=gbs_api
8807701189,Garzanti - Gli Elefanti: Il Capitano E' Fuori a Pranzo,Bukowski,0,Feltrinelli,http://images.amazon.com/images/P/8807701189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807701189.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807701189.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=DFaWr1z9lAEC&hl=&source=gbs_api
8807813483,In alto a sinistra (Universale economica Feltrinelli),Erri De Luca,1995,Feltrinelli,http://images.amazon.com/images/P/8807813483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807813483.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807813483.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=C5hwYWDimFoC&hl=&source=gbs_api
8807816814,Tre Cavalli,Erri De Luca,2002,Distribooks Inc,http://images.amazon.com/images/P/8807816814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807816814.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807816814.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=-0Lc5yQNgcMC&hl=&source=gbs_api
067187294X,The STALLION,Harold Robbins,1996,Pocket,http://images.amazon.com/images/P/067187294X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187294X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/067187294X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=F7266yUpivoC&hl=&source=gbs_api
0310329914,Be Still and Know,Millie Stamm,1981,Zondervan Publishing Company,http://images.amazon.com/images/P/0310329914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310329914.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0310329914.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=GgMBrt2ESSwC&hl=&source=gbs_api
8807811022,Ex Cattedra,Domenico Starnone,1996,Feltrinelli,http://images.amazon.com/images/P/8807811022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807811022.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807811022.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=LthsF1ix-ywC&hl=&source=gbs_api
8807809907,Terra!,Benni,0,Feltrinelli,http://images.amazon.com/images/P/8807809907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807809907.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807809907.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=2NGF5U8WcwEC&hl=&source=gbs_api
0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=6hkExFYAvMEC&hl=&source=gbs_api
0671518909,The MIRACLE OF CHANGE,Dennis Wholey,1998,Atria,http://images.amazon.com/images/P/0671518909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671518909.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671518909.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=605JtX5xlPMC&hl=&source=gbs_api
0743423682,Hollywood Wives - The New Generation,Jackie Collins,2002,Pocket,http://images.amazon.com/images/P/0743423682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743423682.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743423682.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=An8v0j2lMdYC&hl=&source=gbs_api
880781000X,La Casa Degli Spiriti,Isabel Allende,1995,Feltrinelli,http://images.amazon.com/images/P/880781000X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/880781000X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/880781000X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ZYp8xh4rYEsC&hl=&source=gbs_api
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=T8i2CYntp6UC&hl=&source=gbs_api
0671794019,Jennifer Murdley's Toad (Magic Shop Books),Bruce Coville,1993,Aladdin,http://images.amazon.com/images/P/0671794019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671794019.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671794019.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=BDQNZ3D7gPYC&hl=&source=gbs_api
0743490398,The Ultimate Weight Solution Food Guide,Phil McGraw,2003,Pocket,http://images.amazon.com/images/P/0743490398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743490398.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743490398.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ghEZtQES8YkC&hl=&source=gbs_api
0684870819,Chocolate For A Teens Soul : Lifechanging Stories For Young Women About Growing Wise And Growing Strong,Kay Allenbaugh,2000,Fireside,http://images.amazon.com/images/P/0684870819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684870819.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684870819.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=vtLmqfoOCCEC&hl=&source=gbs_api
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425119653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119653.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=z0xi6NvAwaAC&hl=&source=gbs_api
067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,1998,Pocket,http://images.amazon.com/images/P/067179356X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067179356X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/067179356X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=zb8Bqft2wuQC&hl=&source=gbs_api
0310220033,Vanished,Alton Gansky,2000,Zondervan Publishing Company,http://images.amazon.com/images/P/0310220033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310220033.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0310220033.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=9VCz8zjqDQ8C&hl=&source=gbs_api
1930252501,The Brink,Alien Stevens,2002,Pagefree Publishing,http://images.amazon.com/images/P/1930252501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1930252501.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1930252501.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gb7PS8YEOu8C&hl=&source=gbs_api
0743454146,The Footprints of God : A Novel,Greg Iles,2004,Pocket Star,http://images.amazon.com/images/P/0743454146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743454146.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743454146.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=BkFn-8jmUj4C&hl=&source=gbs_api
0875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),Scott Cunningham,1993,Llewellyn Publications,http://images.amazon.com/images/P/0875421849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421849.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0875421849.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=W4VwF_6G3TkC&hl=&source=gbs_api
0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket,http://images.amazon.com/images/P/0671723650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671723650.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671723650.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=0KYWs7EdKYMC&hl=&source=gbs_api
039951743X,The Pocket Dictionary of Signing,Rod R. Butterworth,1992,Perigee Books,http://images.amazon.com/images/P/039951743X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039951743X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/039951743X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=xJpPEAAAQBAJ&hl=&source=gbs_api
0345314875,Requiem for a Ruler of Worlds,Brian Daley,1985,Del Rey Books,http://images.amazon.com/images/P/0345314875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314875.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0345314875.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cOraJ00HQvMC&hl=&source=gbs_api
0702217921,Miss Peabody's inheritance,Elizabeth Jolley,1983,University of Queensland Press,http://images.amazon.com/images/P/0702217921.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0702217921.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0702217921.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=iyBuILiKdEoC&hl=&source=gbs_api
8807811464,Il Filo Dell'orizzonte,Antonio Tabucchi,0,Feltrinelli,http://images.amazon.com/images/P/8807811464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807811464.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/8807811464.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=-Z5anU0D0e0C&hl=&source=gbs_api
0836251822,"I'M Not Anti-Business"","" I'M Anti-Idiot-Dilbert",Scott Adams,1998,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836251822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836251822.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0836251822.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kSeH70EMy0QC&hl=&source=gbs_api
0439087961,Riding Freedom (Scholastic Signature),Pam Munoz Ryan,1999,Scholastic,http://images.amazon.com/images/P/0439087961.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439087961.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0439087961.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=HecoxZHoLjQC&hl=&source=gbs_api
0671737295,MY TEACHER IS AN ALIEN : MY TEACHER IS AN ALIEN,Bruce Coville,1990,Aladdin,http://images.amazon.com/images/P/0671737295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737295.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671737295.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=c6YJj8HKXEoC&hl=&source=gbs_api
0689710682,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,1986,Aladdin,http://images.amazon.com/images/P/0689710682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710682.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689710682.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=pb_hDwAAQBAJ&hl=&source=gbs_api
0671745670,SPACE BRAT (SPACE BRAT 1) : SPACE BRAT,Bruce Coville,1992,Aladdin,http://images.amazon.com/images/P/0671745670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671745670.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671745670.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=PPuczLm4fK4C&hl=&source=gbs_api
0689867034,How Not to Spend Your Senior Year,Cameron Dokey,2004,Simon Pulse,http://images.amazon.com/images/P/0689867034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689867034.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689867034.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=AHBwcPbSdV8C&hl=&source=gbs_api
0684832178,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997,Fireside,http://images.amazon.com/images/P/0684832178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684832178.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0684832178.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=bBGDjt_l1cUC&hl=&source=gbs_api
0689859910,"Mates"", Dates, and Sleepover Secrets (Mates,"" Dates)",Cathy Hopkins,2003,Simon Pulse,http://images.amazon.com/images/P/0689859910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689859910.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689859910.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=JsUJCBobDcUC&hl=&source=gbs_api
0957881436,Being a Happy Teenager,Andrew Matthews,2002,Seashell Books,http://images.amazon.com/images/P/0957881436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0957881436.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0957881436.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Ab47BAAAQBAJ&hl=&source=gbs_api
0671021184,"SPYING EYES: SABRINA"","" THE TEENAGE WITCH #14",Nancy Holder,1998,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0671021184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021184.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671021184.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=RIlKWd-7T1wC&hl=&source=gbs_api
0807848735,A Tree Accurst: Bobby McMillon and Stories of Frankie Silver,Daniel W. Patterson,2000,University of North Carolina Press,http://images.amazon.com/images/P/0807848735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807848735.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0807848735.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=cOL-9ZNpHwIC&hl=&source=gbs_api
0195042239,Prince Among Slaves (Oxford Paperbacks),Terry Alford,1986,Oxford University Press,http://images.amazon.com/images/P/0195042239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195042239.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0195042239.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=YArRYeytsQ0C&hl=&source=gbs_api
1853260045,Great Expectations (Wordsworth Classics),Charles Dickens,1997,Wordsworth Editions Ltd,http://images.amazon.com/images/P/1853260045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260045.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853260045.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=etp4J_KuuHwC&hl=&source=gbs_api
1853261076,Railway Children (Wordsworth Collection),E. Nesbit,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853261076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853261076.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853261076.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=tLVPkFHLEZMC&hl=&source=gbs_api
0672324253,Sams Teach Yourself C++ in 10 Minutes (2nd Edition),Jesse Liberty,2002,SAMS,http://images.amazon.com/images/P/0672324253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0672324253.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0672324253.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=4cNyHipV5G4C&hl=&source=gbs_api
0345455916,The Probable Future (Ballantine Reader's Circle),ALICE HOFFMAN,2004,Ballantine Books,http://images.amazon.com/images/P/0345455916.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345455916.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0345455916.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=XqaQeq_q-Y4C&hl=&source=gbs_api
0743200330,"The Best American Poetry 2000 (Best American Poetry (Paper)"","" 2000)",David Lehman,2000,Scribner,http://images.amazon.com/images/P/0743200330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743200330.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0743200330.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=CIlRNa78TJkC&hl=&source=gbs_api
0486268705,Dubliners (Dover Thrift Editions),James Joyce,1991,Dover Publications,http://images.amazon.com/images/P/0486268705.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486268705.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486268705.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=BWHcDAAAQBAJ&hl=&source=gbs_api
0486275477,The Open Boat and Other Stories (Dover Thrift Editions),Stephen Crane,1993,Dover Publications,http://images.amazon.com/images/P/0486275477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486275477.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486275477.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ezAmDwAAQBAJ&hl=&source=gbs_api
0590483803,The Runner (Point),Cynthia Voigt,1997,Scholastic,http://images.amazon.com/images/P/0590483803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590483803.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0590483803.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=ZjRWRyJrQyYC&hl=&source=gbs_api
0399523308,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine,1997,Perigee Books,http://images.amazon.com/images/P/0399523308.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399523308.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0399523308.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=fdAxDwAAQBAJ&hl=&source=gbs_api
0671742515,Long Dark Tea Time of the Soul,Douglas Adams,1991,Pocket,http://images.amazon.com/images/P/0671742515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671742515.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0671742515.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=h7pjdEPBeGUC&hl=&source=gbs_api
0595259677,The Twentieth Century Collection: Eight Extraordinary One-Act Plays by Playwright,Cheryl Ann Costa,2002,Writers Club Press,http://images.amazon.com/images/P/0595259677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595259677.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0595259677.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=OmMLBKu4mh8C&hl=&source=gbs_api
081269421X,The Mindful Traveler: A Guide to Journaling and Transformative Travel,J. D. Currie,2000,Open Court Publishing Company,http://images.amazon.com/images/P/081269421X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081269421X.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/081269421X.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=gvZrljWua3YC&hl=&source=gbs_api
0689842708,Silver Thread,Kathleen Duey,2001,Aladdin,http://images.amazon.com/images/P/0689842708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689842708.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0689842708.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Cb-DssWhupcC&hl=&source=gbs_api
1853260150,Picture of Dorian Gray (Wordsworth Classics),Oscar Wilde,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260150.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853260150.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=Ett09eLWE5oC&hl=&source=gbs_api
0439101360,Little Women (Scholastic Classics),Louisa May Alcott,2000,Scholastic,http://images.amazon.com/images/P/0439101360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439101360.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0439101360.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=UwMH8v907NEC&hl=&source=gbs_api
0486280594,"Three Lives: Stories of the Good Anna"","" Melanctha and the Gentle Lena (Dover Thrift Editions)",Gertrude Stein,1994,Dover Publications,http://images.amazon.com/images/P/0486280594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486280594.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0486280594.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=bg4mDwAAQBAJ&hl=&source=gbs_api
1853262714,Anna Karenina (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853262714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853262714.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/1853262714.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=c4wolyWgqagC&hl=&source=gbs_api
0764227890,Heroes at Home: Help and Hope for America's Military Families,Ellie Kay,2002,Bethany House Publishers,http://images.amazon.com/images/P/0764227890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764227890.01.MZZZZZZZ.jpg,"http://images.amazon.com/images/P/0764227890.01.LZZZZZZZ.jpg"""",,,,,,,,,,,,,,,,,,,,,",http://play.google.com/books/reader?id=kFagg-BUvgYC&hl=&source=gbs_api
